ID,name,normalized_name,price,approximation,weight_unit,weight,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
396278,Avokádo. ks,avokado. ks,1.38,0,NONE,-1,57,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396279,Limety ks,limety ks,0.57,0,NONE,-1,253,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396280,Kiwi ks,kiwi ks,0.57,0,NONE,-1,173,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396281,Tesco Maliny 125 g,tesco maliny 125 g,3.47,0,GRAMS,125.0,64,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396282,Tesco Hrozno bezkôstkové mix 500 g,tesco hrozno bezkostkove mix 500 g,3.7,0,GRAMS,500.0,25,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396283,Tesco Finest Hrozno tmavé bezkôstkové 400 g,tesco finest hrozno tmave bezkostkove 400 g,3.65,0,GRAMS,400.0,42,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396284,The Grower's Harvest Jablká červené. balené 2 kg,the grower's harvest jablka cervene. balene 2 kg,2.31,0,GRAMS,2000.0,18,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396285,The Grower's Harvest Jablká zelené 2 kg,the grower's harvest jablka zelene 2 kg,2.31,0,GRAMS,2000.0,6,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396286,Tesco Berry mix 300 g,tesco berry mix 300 g,5.29,0,GRAMS,300.0,65,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396287,Tesco Citróny 500 g,tesco citrony 500 g,1.38,0,GRAMS,500.0,146,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396288,Tesco Pomaranče balené 1 kg,tesco pomarance balene 1 kg,2.19,0,GRAMS,1000.0,252,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396289,Bio citróny 500 g,bio citrony 500 g,1.73,0,GRAMS,500.0,10,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396290,Tesco Finest  Avokádo,tesco finest  avokado,1.96,0,NONE,-1,187,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396291,Tesco Čučoriedky 500 g,tesco cucoriedky 500 g,5.99,0,GRAMS,500.0,131,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396292,Growers Harvest Hrušky balené 1 kg,growers harvest hrusky balene 1 kg,2.31,0,GRAMS,1000.0,11,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396293,GH Hrozno tmavé bezkôstkové 500 g,gh hrozno tmave bezkostkove 500 g,3.47,0,GRAMS,500.0,16,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396294,Tesco Jahody 500 g,tesco jahody 500 g,3.12,0,GRAMS,500.0,72,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396295,Tesco Bio uhorky,tesco bio uhorky,1.5,0,NONE,-1,41,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396296,Reďkovka červená zväzok,redkovka cervena zvazok,0.89,0,NONE,-1,275,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396297,Pór ks,por ks,1.38,0,NONE,-1,18,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396298,Mrkva zväzok ks,mrkva zvazok ks,1.29,0,NONE,-1,60,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396299,Tesco Cesnak 3 ks,tesco cesnak 3 ks,2.31,0,NONE,3.0,23,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396300,Cibuľka lahôdková ks,cibulka lahodkova ks,0.79,0,NONE,-1,219,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396301,Veselá paradajka Paradajky cherry San Marzano 250 g,vesela paradajka paradajky cherry san marzano 250 g,3.24,0,GRAMS,250.0,16,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396302,Tesco Baby paradajky podlhovasté 250 g,tesco baby paradajky podlhovaste 250 g,3.7,0,GRAMS,250.0,32,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396303,Tesco Paradajky kokteilové na stonke 400 g,tesco paradajky kokteilove na stonke 400 g,3.24,0,GRAMS,400.0,29,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396304,Tesco Paradajky strawberry 300 g,tesco paradajky strawberry 300 g,3.35,0,GRAMS,300.0,45,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396305,Tesco Paradajky cherry na stonke 250 g,tesco paradajky cherry na stonke 250 g,3.24,0,GRAMS,250.0,38,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396306,Tesco Bio paradajky cherry 250 g,tesco bio paradajky cherry 250 g,1.96,0,GRAMS,250.0,50,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396307,Zeleninárska Kráľovská cibuľa 1.5 kg,zeleninarska kralovska cibula 1.5 kg,2.89,0,GRAMS,1500.0,45,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396308,F.W. Tandoori Húževnatec jedlý šii-také 50 g,f.w. tandoori huzevnatec jedly sii-take 50 g,5.38,0,GRAMS,50.0,19,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396309,Kaleráb ks,kalerab ks,0.99,0,NONE,-1,270,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396310,Tesco Hliva ustricová 250 g,tesco hliva ustricova 250 g,1.84,0,GRAMS,250.0,32,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396311,Tesco Grill Master Šampiňón záhradný 500 g,tesco grill master sampinon zahradny 500 g,2.31,0,GRAMS,500.0,50,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396312,Tesco Grill Master Šampiňóny hnedé 250 g,tesco grill master sampinony hnede 250 g,1.19,0,GRAMS,250.0,10,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396313,Tesco Grill Master Šampiňóny mix 500 g,tesco grill master sampinony mix 500 g,2.73,0,GRAMS,500.0,6,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396314,TVN konzumné zemiaky neskoré 5 kg,tvn konzumne zemiaky neskore 5 kg,6.95,0,GRAMS,5000.0,7,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396315,Tesco Bio zemiaky sladké 750 g,tesco bio zemiaky sladke 750 g,3.12,0,GRAMS,750.0,11,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396316,Tesco Kvasená biela kapusta 700 g,tesco kvasena biela kapusta 700 g,1.15,0,GRAMS,700.0,93,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396317,Tesco Kvasené uhorky 800 g,tesco kvasene uhorky 800 g,1.59,0,GRAMS,800.0,21,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396318,Zeler stopkový ks,zeler stopkovy ks,1.49,0,NONE,-1,99,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396319,Tesco Paradajky cherry na stonke 500 g,tesco paradajky cherry na stonke 500 g,3.47,0,GRAMS,500.0,59,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396320,Tesco paprika trikolóra 500 g,tesco paprika trikolora 500 g,2.54,0,GRAMS,500.0,67,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396321,GH Cibuľa balená 1 kg,gh cibula balena 1 kg,1.69,0,GRAMS,1000.0,35,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396322,GH Paradajky CHERRY 250 g,gh paradajky cherry 250 g,1.61,0,GRAMS,250.0,86,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396323,GH Paprika biela,gh paprika biela,2.19,0,NONE,-1,75,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396324,Tesco cibuľa šalotka 250g,tesco cibula salotka 250g,1.38,0,GRAMS,250.0,44,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396325,Paprika pálivá 300 g,paprika paliva 300 g,2.31,0,GRAMS,300.0,13,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396326,Tesco petržlen kučeravý črepník,tesco petrzlen kuceravy crepnik,1.73,0,NONE,-1,14,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396327,Zeler s vňaťou. ks,zeler s vnatou. ks,2.08,0,NONE,-1,32,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396328,Tesco Zemiaky konzumné neskoré varný typ A 2 kg,tesco zemiaky konzumne neskore varny typ a 2 kg,2.89,0,GRAMS,2000.0,30,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396329,Šalát rímsky ks,salat rimsky ks,1.84,0,NONE,-1,28,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396330,Tesco Family Mix čerstvá šalátová zmes 350 g,tesco family mix cerstva salatova zmes 350 g,1.61,0,GRAMS,350.0,60,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396331,Tesco šalát ľadový. ks,tesco salat ladovy. ks,1.61,0,NONE,-1,46,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396332,Rukola 125 g,rukola 125 g,1.5,0,GRAMS,125.0,60,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396333,Valeriána poľná 125 g,valeriana polna 125 g,1.5,0,GRAMS,125.0,31,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396334,Baby špenát 125 g,baby spenat 125 g,1.5,0,GRAMS,125.0,79,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396335,Tesco šalát Little gem,tesco salat little gem,1.73,0,NONE,-1,10,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396336,Titbit Fazule ploché 250 g,titbit fazule ploche 250 g,2.31,0,GRAMS,250.0,10,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396337,Bazalka,bazalka,1.84,0,NONE,-1,13,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396338,Tesco petržlenová vňať hladká 80 g,tesco petrzlenova vnat hladka 80 g,1.26,0,GRAMS,80.0,27,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396339,Výhonky mix 40 g,vyhonky mix 40 g,1.84,0,GRAMS,40.0,7,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396340,Pažítka kvetináč,pazitka kvetinac,1.73,0,NONE,-1,5,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396341,Tesco mäta prieporná,tesco mata prieporna,1.22,0,NONE,-1,21,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396342,Tesco kôpor 40 g,tesco kopor 40 g,1.45,0,GRAMS,40.0,15,OVOCIE_ZELENINA,18,2,2024-05-02 19:00:32,2024-05-02 19:01:44
396343,Chlieb pšenično ražný konzumný 1000 g,chlieb psenicno razny konzumny 1000 g,1.88,0,GRAMS,1000.0,24,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396344,Tesco Chlieb Bevit 450 g,tesco chlieb bevit 450 g,2.1,0,GRAMS,450.0,21,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396345,Baker Street Kváskový pšeničný chlieb 450 g,baker street kvaskovy psenicny chlieb 450 g,2.75,0,GRAMS,450.0,22,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396346,Penam Chlieb čert 500 g,penam chlieb cert 500 g,2.1,0,GRAMS,500.0,21,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396347,Penam Fit deň Celozrnný ražný chlieb 250 g,penam fit den celozrnny razny chlieb 250 g,2.72,0,GRAMS,250.0,11,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396348,Penam Fit deň Chlieb ražný slnečnicový 250 g,penam fit den chlieb razny slnecnicovy 250 g,2.72,0,GRAMS,250.0,12,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396349,Penam Chlieb konzumný 250 g,penam chlieb konzumny 250 g,1.61,0,GRAMS,250.0,20,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396350,S&R Pekáreň Starého Otca Chlieb pšenično ražný krájaný 500 g,s&r pekaren stareho otca chlieb psenicno razny krajany 500 g,1.65,0,GRAMS,500.0,6,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396351,Slatinská Pekáreň Slatinský chlieb cereálny 390 g,slatinska pekaren slatinsky chlieb cerealny 390 g,1.83,0,GRAMS,390.0,6,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396352,Slatinská Pekáreň Slatinský chlieb zemiakový 480 g,slatinska pekaren slatinsky chlieb zemiakovy 480 g,1.5,0,GRAMS,480.0,31,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396353,Pekáreň Anton Antol Chlieb Štiavničan krájaný 480 g,pekaren anton antol chlieb stiavnican krajany 480 g,2.65,0,GRAMS,480.0,9,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396354,Penam Chlieb šumavský 500 g,penam chlieb sumavsky 500 g,2.83,0,GRAMS,500.0,5,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396355,Penam Protein Energy proteínový toust 240 g,penam protein energy proteinovy toust 240 g,3.05,0,GRAMS,240.0,5,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396356,Racio Cornies kukuričné chlebíčky s medvedím cesnakom 115 g,racio cornies kukuricne chlebicky s medvedim cesnakom 115 g,1.17,0,GRAMS,115.0,22,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396357,Pekáreň Anton Antol Multicereálny chlieb pšenično-ražný 300 g,pekaren anton antol multicerealny chlieb psenicno-razny 300 g,2.43,0,GRAMS,300.0,8,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396358,Ölz Super mäkký sendvič 375 g,olz super makky sendvic 375 g,2.94,0,GRAMS,375.0,120,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396359,Ölz Celozrnný mäkký sendvič 375 g,olz celozrnny makky sendvic 375 g,2.94,0,GRAMS,375.0,43,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396360,Tesco Ražný chlieb so slnečnicovými semienkami 450 g,tesco razny chlieb so slnecnicovymi semienkami 450 g,1.5,0,GRAMS,450.0,34,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396361,Slatinská Pekáreň Slatinský chlieb celozrnný krájaný 400 g,slatinska pekaren slatinsky chlieb celozrnny krajany 400 g,1.76,0,GRAMS,400.0,24,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396362,Il Buon Pane Grissitalia Pšeničný chlieb svetlý krájaný 400 g,il buon pane grissitalia psenicny chlieb svetly krajany 400 g,2.1,0,GRAMS,400.0,16,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396363,Il Buon Pane Grissitalia Celozrnný pšeničný chlieb 400 g,il buon pane grissitalia celozrnny psenicny chlieb 400 g,2.43,0,GRAMS,400.0,12,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396364,Tesco Chlieb ražný 500 g,tesco chlieb razny 500 g,2.1,0,GRAMS,500.0,5,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396365,Tesco Chlieb fitness 500 g,tesco chlieb fitness 500 g,2.43,0,GRAMS,500.0,13,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396366,Tesco Celozrnný chlieb 350 g,tesco celozrnny chlieb 350 g,0.98,0,GRAMS,350.0,37,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396367,Tesco Chlieb celozrnný slnečnicový 500 g,tesco chlieb celozrnny slnecnicovy 500 g,2.43,0,GRAMS,500.0,11,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396368,Tesco Slovanský chlieb tmavý 400 g,tesco slovansky chlieb tmavy 400 g,1.88,0,GRAMS,400.0,19,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396369,Tesco Slovanský chlieb zemiakový 400 g,tesco slovansky chlieb zemiakovy 400 g,1.76,0,GRAMS,400.0,6,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396370,Tesco Toastový chlieb maslový 500 g,tesco toastovy chlieb maslovy 500 g,1.65,0,GRAMS,500.0,64,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396371,Tesco Toastový chlieb svetlý 500 g,tesco toastovy chlieb svetly 500 g,1.65,0,GRAMS,500.0,74,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396372,Bona Vita Active Trvanlivý chlieb slnečnicový 500 g,bona vita active trvanlivy chlieb slnecnicovy 500 g,4.1,0,GRAMS,500.0,17,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396373,Prvá Bratislavská Pekárenská Chlieb ražný 600 g,prva bratislavska pekarenska chlieb razny 600 g,3.65,0,GRAMS,600.0,5,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396374,Jonatan Boží dar 100% celozrnný chlieb s jablkovou vlákninou 450 g,jonatan bozi dar 100% celozrnny chlieb s jablkovou vlakninou 450 g,3.61,0,GRAMS,450.0,10,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396375,Bageta Veka štandard krájaná 420 g,bageta veka standard krajana 420 g,2.43,0,GRAMS,420.0,8,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396376,Rustikálny chlieb z kamennej pece 490 g,rustikalny chlieb z kamennej pece 490 g,2.94,0,GRAMS,490.0,33,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396377,Penam Fit deň Večerný chlebík 250 g,penam fit den vecerny chlebik 250 g,3.72,0,GRAMS,250.0,18,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396378,Kváskový delik. prémium bez E 405 g,kvaskovy delik. premium bez e 405 g,2.1,0,GRAMS,405.0,132,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396379,Rožok biely štandard 50g,rozok biely standard 50g,0.14,0,GRAMS,50.0,0,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396380,Kajzerka Natural 60 g,kajzerka natural 60 g,0.17,0,GRAMS,60.0,3295,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396381,Kajzerka cereálna 60 g,kajzerka cerealna 60 g,0.18,0,GRAMS,60.0,1354,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396382,Kajzerka s ľanom a sezamom 95 g,kajzerka s lanom a sezamom 95 g,0.29,0,GRAMS,95.0,328,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396383,Bageta špaldová 110 g,bageta spaldova 110 g,0.94,0,GRAMS,110.0,243,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396384,Kváskový tmavý koreň 300 g,kvaskovy tmavy koren 300 g,1.99,0,GRAMS,300.0,93,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396385,Croissant s párkom 75 g,croissant s parkom 75 g,1.32,0,GRAMS,75.0,151,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396386,Baker Street Kváskové burger žemle 3 x 100 g (300 g),baker street kvaskove burger zemle 3 x 100 g (300 g),3.05,0,GRAMS,300.0,12,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396387,Tesco Žemle na hamburger so sezamovými semenami 4 x 82 g (328 g),tesco zemle na hamburger so sezamovymi semenami 4 x 82 g (328 g),1.65,0,GRAMS,328.0,31,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396388,Penam Hamburgerová žemľa so sezamovými semenami 3 % 6 x 50 g (300 g),penam hamburgerova zemla so sezamovymi semenami 3 % 6 x 50 g (300 g),1.94,0,GRAMS,300.0,16,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396389,Tesco Žemle na hamburger 6 x 53 g (318 g),tesco zemle na hamburger 6 x 53 g (318 g),1.83,0,GRAMS,318.0,19,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396390,Tesco Žemle na hamburger so sezamovými semenami 6 x 53 g (318 g),tesco zemle na hamburger so sezamovymi semenami 6 x 53 g (318 g),1.83,0,GRAMS,318.0,33,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396391,Schulstad Gourmet Bistro hamburgerové žemle v brioche štýle 4 x 81 g (324 g),schulstad gourmet bistro hamburgerove zemle v brioche style 4 x 81 g (324 g),2.61,0,GRAMS,324.0,15,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396392,Schulstad Gourmet Boston pšeničné hamburgerové žemle s ľanovým semienkom a sezamom 4 x 81 g (324 g),schulstad gourmet boston psenicne hamburgerove zemle s lanovym semienkom a sezamom 4 x 81 g (324 g),2.61,0,GRAMS,324.0,13,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396393,Tesco Pšeničné bagety 4 ks 300 g,tesco psenicne bagety 4 ks 300 g,1.88,0,GRAMS,300.0,20,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396394,Tesco Celozrnné bagetky 360 g,tesco celozrnne bagetky 360 g,2.43,0,GRAMS,360.0,23,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396395,Tesco Bagety na hotdogy 4 ks 240 g,tesco bagety na hotdogy 4 ks 240 g,1.76,0,GRAMS,240.0,13,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396396,Pekáreň Anton Antol Pagáčiky škvarkové 180 g,pekaren anton antol pagaciky skvarkove 180 g,3.39,0,GRAMS,180.0,5,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396397,Tesco Grissini 80 g,tesco grissini 80 g,0.75,0,GRAMS,80.0,20,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396398,Tesco Hamburgerová žemľa so sezamom a čiernou rascou 80 g,tesco hamburgerova zemla so sezamom a ciernou rascou 80 g,0.64,0,GRAMS,80.0,139,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396399,PAGAC SYROVY 72g,pagac syrovy 72g,0.64,0,GRAMS,72.0,303,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396400,PAGAC KUKURICNY 42g,pagac kukuricny 42g,0.5,0,GRAMS,42.0,309,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396401,Mini Toscana  s olivami a cili 100 g,mini toscana  s olivami a cili 100 g,1.39,0,GRAMS,100.0,225,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396402,Syrový slimák 85 g,syrovy slimak 85 g,1.1,0,GRAMS,85.0,383,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396403,XL S PIZZOVOU NAPLNOU 72g,xl s pizzovou naplnou 72g,0.73,0,GRAMS,72.0,279,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396404,Kornbageta 115 g,kornbageta 115 g,0.52,0,GRAMS,115.0,134,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396405,BAGETA DREVORUBACSKA 150g,bageta drevorubacska 150g,1.17,0,GRAMS,150.0,28,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396406,Adano Proteínové paličky 100 g,adano proteinove palicky 100 g,2.1,0,GRAMS,100.0,28,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396407,Tina Bryndzové dukáty slané 55 g,tina bryndzove dukaty slane 55 g,1.1,0,GRAMS,55.0,18,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396408,Špenátovo-nivová mriežka 73 g,spenatovo-nivova mriezka 73 g,1.04,0,GRAMS,73.0,301,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396409,Tesco Finest Rustikálna bageta z kamennej pece 260 g,tesco finest rustikalna bageta z kamennej pece 260 g,1.72,0,GRAMS,260.0,91,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396410,Tesco Mini pizza šunková s kukuricou 75 g,tesco mini pizza sunkova s kukuricou 75 g,0.84,0,GRAMS,75.0,708,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396411,Bageta malá svetlá 50 g,bageta mala svetla 50 g,0.18,0,GRAMS,50.0,1060,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396412,Maslový croissant 52 g,maslovy croissant 52 g,0.5,0,GRAMS,52.0,587,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396413,Bageta francúzska 110 g,bageta francuzska 110 g,0.46,0,GRAMS,110.0,383,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396414,OSKVARKOVY PAGAC 71g,oskvarkovy pagac 71g,0.54,0,GRAMS,71.0,804,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396415,Tesco Multicereálny croissant s maslom 65 g,tesco multicerealny croissant s maslom 65 g,0.58,0,GRAMS,65.0,271,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396416,Donut s kakaovou polevou 55 g,donut s kakaovou polevou 55 g,0.51,0,GRAMS,55.0,199,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396417,Čokorolka s maslom 70 g,cokorolka s maslom 70 g,0.58,0,GRAMS,70.0,372,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
396418,7 Days Croissant s lieskovoorieškovou náplňou 60 g,7 days croissant s lieskovoorieskovou naplnou 60 g,0.84,0,GRAMS,60.0,62,PECIVO,19,2,2024-05-02 19:00:32,2024-05-02 19:01:59
