ID,name,normalized_name,price,approximation,weight_unit,weight,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
400081,Château Topoľčianky Cassis 52% 0.5 l,chateau topolcianky cassis 52% 0.5 l,23.99,0,LITRES,0.5,11,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400082,Golden Ľadová Hrozno 38% 0.5 l,golden ladova hrozno 38% 0.5 l,11.09,0,LITRES,0.5,15,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400083,Golden Ľadová Vlašský orech 38% 0.5 l,golden ladova vlassky orech 38% 0.5 l,11.09,0,LITRES,0.5,11,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400084,Excelsior Originál 42 destilát slivovica 0.7 l,excelsior original 42 destilat slivovica 0.7 l,17.99,0,LITRES,0.7,23,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400085,Excelsior Originál 42 destilát hruškovica 0.7 l,excelsior original 42 destilat hruskovica 0.7 l,17.99,0,LITRES,0.7,7,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400086,Maruna Marhuľovica 45% 0.7 l,maruna marhulovica 45% 0.7 l,22.99,0,LITRES,0.7,18,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400087,Golden Slivka 38% 0.5 l,golden slivka 38% 0.5 l,10.53,0,LITRES,0.5,17,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400088,Golden Marhuľa 38% 0.5 l,golden marhula 38% 0.5 l,10.53,0,LITRES,0.5,24,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400089,Golden Tri Stromy Marhuľovica 42% 0.7 l,golden tri stromy marhulovica 42% 0.7 l,17.99,0,LITRES,0.7,17,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400090,Zbojnícka Hruškovica 42% 700 ml,zbojnicka hruskovica 42% 700 ml,22.99,0,LITRES,0.7,13,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400091,Zbojnícka Slivovica 52% 700 ml,zbojnicka slivovica 52% 700 ml,22.99,0,LITRES,0.7,10,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400092,Zbojnícka Marhuľovica 42% 700 ml,zbojnicka marhulovica 42% 700 ml,22.99,0,LITRES,0.7,12,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400093,Old Herold Maruna marhuľovica 45% 0.5 l,old herold maruna marhulovica 45% 0.5 l,18.99,0,LITRES,0.5,12,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400094,Golden Tri Stromy Jablkovica 42% 0.7 l,golden tri stromy jablkovica 42% 0.7 l,17.99,0,LITRES,0.7,11,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400095,Marsen Slivovica 42% 700 ml,marsen slivovica 42% 700 ml,24.99,0,LITRES,0.7,16,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400096,Marsen Hruškovica 42% 700 ml,marsen hruskovica 42% 700 ml,24.99,0,LITRES,0.7,9,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400097,Marsen Marhuľovica 42% 700 ml,marsen marhulovica 42% 700 ml,24.99,0,LITRES,0.7,9,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400098,Familia Hruška 38% 0.5 l,familia hruska 38% 0.5 l,8.09,0,LITRES,0.5,29,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400099,R. JELÍNEK Moravská švestka 40% 0.5 l,r. jelinek moravska svestka 40% 0.5 l,10.49,0,LITRES,0.5,15,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400100,R. JELÍNEK Pálenka z divej trnky 42% 0.7 l,r. jelinek palenka z divej trnky 42% 0.7 l,24.99,0,LITRES,0.7,14,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400101,Bošácka slivovica 52% 0.7 l,bosacka slivovica 52% 0.7 l,24.99,0,LITRES,0.7,25,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400102,R. JELÍNEK Slovácká borovička 45 % 0.7 l,r. jelinek slovacka borovicka 45 % 0.7 l,16.99,0,LITRES,0.7,5,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400103,R.JELÍNEK Hruškovica 42% 0.7l,r.jelinek hruskovica 42% 0.7l,24.99,0,NONE,0.0,7,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400104,Original Spišská slivovica 52% 500 ml,original spisska slivovica 52% 500 ml,15.99,0,LITRES,0.5,8,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400105,Original Spišská drienkovica 40% 500 ml,original spisska drienkovica 40% 500 ml,18.99,0,LITRES,0.5,10,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400106,Bošácka slivovica 3ročná 52% 0.7 l,bosacka slivovica 3rocna 52% 0.7 l,32.99,0,LITRES,0.7,16,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400107,Old Herold Bošácka slivovica 52% 0.5 l,old herold bosacka slivovica 52% 0.5 l,18.99,0,LITRES,0.5,15,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400108,Stock Fernet Citrus Standard 23% 0.5 l,stock fernet citrus standard 23% 0.5 l,6.79,0,LITRES,0.5,44,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400109,Original Spišská marhuľovica 40% 700 ml,original spisska marhulovica 40% 700 ml,19.99,0,LITRES,0.7,8,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400110,Primat Bianco 10% 1.0 l,primat bianco 10% 1.0 l,4.61,0,LITRES,1.0,11,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400111,Aperitivo Cherry 1 l,aperitivo cherry 1 l,3.76,0,LITRES,1.0,7,ALKOHOL,32,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400112,Lucka Ryžové rezance 3 mm 240 g,lucka ryzove rezance 3 mm 240 g,1.94,0,GRAMS,240.0,32,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400113,Lucka Ryžové rezance 1 mm 240 g,lucka ryzove rezance 1 mm 240 g,1.94,0,GRAMS,240.0,21,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400114,Cessi Celozrnné cestoviny gigli 400 g,cessi celozrnne cestoviny gigli 400 g,1.25,0,GRAMS,400.0,11,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400115,Cessi Bezvaječné cestoviny pšeničné. sušené kolienka malé 400 g,cessi bezvajecne cestoviny psenicne. susene kolienka male 400 g,1.05,0,GRAMS,400.0,36,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400116,Cessi Bezvaječné cestoviny pšeničné. sušené penne rigate 400 g,cessi bezvajecne cestoviny psenicne. susene penne rigate 400 g,1.05,0,GRAMS,400.0,13,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400117,FRITEX Vaječné cestoviny mrvenička 200 g,fritex vajecne cestoviny mrvenicka 200 g,1.35,0,GRAMS,200.0,41,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400118,FRITEX Vaječné cestoviny niťovky 200 g,fritex vajecne cestoviny nitovky 200 g,1.35,0,GRAMS,200.0,32,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400119,FRITEX Vaječné cestoviny vrúty 200 g,fritex vajecne cestoviny vruty 200 g,1.35,0,GRAMS,200.0,24,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400120,Erce Kocky 8 vaječné cestoviny 250 g,erce kocky 8 vajecne cestoviny 250 g,1.05,0,GRAMS,250.0,38,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400121,Erce Niťovky 8 vaječné cestoviny 200 g,erce nitovky 8 vajecne cestoviny 200 g,1.05,0,GRAMS,200.0,26,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400122,Erce Rajbanička 8 vaječné cestoviny 250 g,erce rajbanicka 8 vajecne cestoviny 250 g,1.05,0,GRAMS,250.0,53,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400123,Erce Široké rezance 8 vaječné cestoviny 250 g,erce siroke rezance 8 vajecne cestoviny 250 g,1.05,0,GRAMS,250.0,56,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400124,Erce Tenké rezance 8 vaječné cestoviny 250 g,erce tenke rezance 8 vajecne cestoviny 250 g,1.05,0,GRAMS,250.0,73,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400125,Panzani 3 Minutes Penne Rigate cestoviny semolinové sušené 500 g,panzani 3 minutes penne rigate cestoviny semolinove susene 500 g,3.15,0,GRAMS,500.0,17,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400126,FRITEX Vaječné cestoviny malé kocky 200 g,fritex vajecne cestoviny male kocky 200 g,1.35,0,GRAMS,200.0,33,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400127,Hearty Food Co. Niťovky 500 g,hearty food co. nitovky 500 g,0.69,0,GRAMS,500.0,101,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400128,Hearty Food Co. Fliačky 500 g,hearty food co. fliacky 500 g,0.69,0,GRAMS,500.0,223,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400129,Hearty Food Co. Vretená 500 g,hearty food co. vretena 500 g,0.69,0,GRAMS,500.0,174,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400130,Hearty Food Co. Kolienka 500 g,hearty food co. kolienka 500 g,0.69,0,GRAMS,500.0,333,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400131,Hearty Food Co. Niťovky dlhé 250 g,hearty food co. nitovky dlhe 250 g,0.99,0,GRAMS,250.0,142,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400132,Hearty Food Co. Penne 500 g,hearty food co. penne 500 g,0.69,0,GRAMS,500.0,151,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400133,Hearty Food Co. Špagety 500 g,hearty food co. spagety 500 g,0.69,0,GRAMS,500.0,359,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400134,Hostina Niťovky 250 g,hostina nitovky 250 g,1.35,0,GRAMS,250.0,156,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400135,Hostina Rezance dvojvaječné pšeničné cestoviny sušené 250 g,hostina rezance dvojvajecne psenicne cestoviny susene 250 g,1.35,0,GRAMS,250.0,99,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400136,Hostina Široké rezance dvojvaječné pšeničné cestoviny sušené 250 g,hostina siroke rezance dvojvajecne psenicne cestoviny susene 250 g,1.35,0,GRAMS,250.0,82,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400137,Hostina Tarhoňa dvojvaječné pšeničné cestoviny sušené 250 g,hostina tarhona dvojvajecne psenicne cestoviny susene 250 g,1.35,0,GRAMS,250.0,69,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400138,Hostina Veľké fliačky dvojvaječné pšeničné cestoviny sušené 250 g,hostina velke fliacky dvojvajecne psenicne cestoviny susene 250 g,1.35,0,GRAMS,250.0,44,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400139,Ideál Tarhoňa bezvaječné cestoviny 400 g,ideal tarhona bezvajecne cestoviny 400 g,1.05,0,GRAMS,400.0,89,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400140,Ideál Premium niťovky tenké dvojvaječné cestoviny 250 g,ideal premium nitovky tenke dvojvajecne cestoviny 250 g,1.45,0,GRAMS,250.0,11,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400141,Ideál Premium rezance široké dvojvaječné cestoviny 250 g,ideal premium rezance siroke dvojvajecne cestoviny 250 g,1.45,0,GRAMS,250.0,43,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400142,Ideál Špagety dvojvaječné cestoviny 400 g,ideal spagety dvojvajecne cestoviny 400 g,1.35,0,GRAMS,400.0,65,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400143,Ideál Tarhoňa dvojvaječné cestoviny 400 g,ideal tarhona dvojvajecne cestoviny 400 g,1.35,0,GRAMS,400.0,61,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400144,La Pasta domáce pšeničné 4-vaječné. sušené cestoviny 400 g,la pasta domace psenicne 4-vajecne. susene cestoviny 400 g,2.35,0,GRAMS,400.0,30,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400145,Sam Mills Pasta d'Oro Spaghetti bezlepkové 500 g,sam mills pasta d'oro spaghetti bezlepkove 500 g,1.94,0,GRAMS,500.0,12,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400146,Sam Mills Pasta d'Oro Fusilli bezlepkové 500 g,sam mills pasta d'oro fusilli bezlepkove 500 g,1.94,0,GRAMS,500.0,12,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400147,Lucka Trubičky ryžové cestoviny bezvaječné 300 g,lucka trubicky ryzove cestoviny bezvajecne 300 g,2.61,0,GRAMS,300.0,6,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400148,Cessi Bezvaječné cestoviny pšeničné. sušené fliačky 400 g,cessi bezvajecne cestoviny psenicne. susene fliacky 400 g,1.05,0,GRAMS,400.0,23,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400149,Cessi Bezvaječné cestoviny pšeničné. sušené kolienka 400 g,cessi bezvajecne cestoviny psenicne. susene kolienka 400 g,1.05,0,GRAMS,400.0,40,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400150,Cessi Bezvaječné cestoviny pšeničné. sušené makaróny 400 g,cessi bezvajecne cestoviny psenicne. susene makarony 400 g,1.05,0,GRAMS,400.0,40,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400151,Cessi Bezvaječné cestoviny pšeničné. sušené niťovky 400 g,cessi bezvajecne cestoviny psenicne. susene nitovky 400 g,1.05,0,GRAMS,400.0,22,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400152,Cessi Bezvaječné cestoviny pšeničné. sušené špagety 400 g,cessi bezvajecne cestoviny psenicne. susene spagety 400 g,1.05,0,GRAMS,400.0,60,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400153,Cessi Bezvaječné cestoviny pšeničné. sušené špirálky 400 g,cessi bezvajecne cestoviny psenicne. susene spiralky 400 g,1.05,0,GRAMS,400.0,21,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400154,Cessi Bezvaječné cestoviny pšeničné. sušené vretienka 400 g,cessi bezvajecne cestoviny psenicne. susene vretienka 400 g,1.05,0,GRAMS,400.0,24,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400155,La Pasta domáce pšeničné 4-vaječné. sušené cestoviny 200 g,la pasta domace psenicne 4-vajecne. susene cestoviny 200 g,1.65,0,GRAMS,200.0,25,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400156,Panzani Fusilli cestoviny semolinové sušené 500 g,panzani fusilli cestoviny semolinove susene 500 g,3.15,0,GRAMS,500.0,16,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400157,Panzani Kolinka cestoviny semolinové sušené 500 g,panzani kolinka cestoviny semolinove susene 500 g,2.65,0,GRAMS,500.0,18,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400158,Panzani Lasagne cestoviny semolinové sušené 500 g,panzani lasagne cestoviny semolinove susene 500 g,3.99,0,GRAMS,500.0,30,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400159,Panzani Linguine cestoviny semolinové sušené 500 g,panzani linguine cestoviny semolinove susene 500 g,3.05,0,GRAMS,500.0,17,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400160,Panzani Maccheroni cestoviny semolinové sušené 500 g,panzani maccheroni cestoviny semolinove susene 500 g,3.15,0,GRAMS,500.0,8,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400161,PANZANI Farfalle-motýliky cestoviny z tvrdej pšenice 500g,panzani farfalle-motyliky cestoviny z tvrdej psenice 500g,2.65,0,GRAMS,500.0,22,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400162,Panzani Spaghetti cestoviny semolinové sušené 500 g,panzani spaghetti cestoviny semolinove susene 500 g,2.65,0,GRAMS,500.0,49,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400163,PANZANI Express spaghetti bezvaječné 500g,panzani express spaghetti bezvajecne 500g,3.15,0,GRAMS,500.0,62,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400164,Panzani Torti cestoviny semolinové sušené 500 g,panzani torti cestoviny semolinove susene 500 g,2.65,0,GRAMS,500.0,26,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400165,PANZANI Torti tricolore vretená 500g,panzani torti tricolore vretena 500g,3.15,0,GRAMS,500.0,15,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400166,Panzani Penne Rigate cestoviny semolinové sušené 500 g,panzani penne rigate cestoviny semolinove susene 500 g,2.65,0,GRAMS,500.0,30,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400167,Podravka Cestovinová ryža semolinové sušené cestoviny 600 g,podravka cestovinova ryza semolinove susene cestoviny 600 g,2.09,0,GRAMS,600.0,17,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400168,Podravka Farfalle semolínové cestoviny 500 g,podravka farfalle semolinove cestoviny 500 g,2.09,0,GRAMS,500.0,13,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400169,Podravka Fusilli tricolori semolínové cestoviny 500 g,podravka fusilli tricolori semolinove cestoviny 500 g,2.09,0,GRAMS,500.0,13,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400170,Podravka Fusilli semolínové cestoviny 500 g,podravka fusilli semolinove cestoviny 500 g,2.09,0,GRAMS,500.0,31,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400171,Podravka Chifferi semolínové cestoviny 500 g,podravka chifferi semolinove cestoviny 500 g,2.09,0,GRAMS,500.0,16,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400172,Podravka Spaghetti semolínové sušené cestoviny 500 g,podravka spaghetti semolinove susene cestoviny 500 g,2.09,0,GRAMS,500.0,14,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400173,Podravka Tarhoňa semolínové cestoviny 600 g,podravka tarhona semolinove cestoviny 600 g,2.09,0,GRAMS,600.0,14,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400174,Podravka Penne semolínové cestoviny 500 g,podravka penne semolinove cestoviny 500 g,2.09,0,GRAMS,500.0,12,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400175,Vimixa Bezvaječné cestoviny sušené 500 g,vimixa bezvajecne cestoviny susene 500 g,2.16,0,GRAMS,500.0,37,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400176,Shan'shi Pad Thai ryžové rezance 250 g,shan'shi pad thai ryzove rezance 250 g,4.43,0,GRAMS,250.0,19,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400177,Lucka Kolienka ryžové cestoviny bezvaječné 300 g,lucka kolienka ryzove cestoviny bezvajecne 300 g,2.61,0,GRAMS,300.0,10,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400178,Lucka Penne ryžové cestoviny bezvaječné 300 g,lucka penne ryzove cestoviny bezvajecne 300 g,2.61,0,GRAMS,300.0,15,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400179,Lucka Vrútky ryžové cestoviny bezvaječné 300 g,lucka vrutky ryzove cestoviny bezvajecne 300 g,2.61,0,GRAMS,300.0,20,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400180,Sam Mills High Protein Penne sušené strukovinové cestoviny 250 g,sam mills high protein penne susene strukovinove cestoviny 250 g,2.32,0,GRAMS,250.0,10,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400181,Shan'shi Mie sušené vaječné cestoviny 250 g,shan'shi mie susene vajecne cestoviny 250 g,3.87,0,GRAMS,250.0,30,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400182,Shan'shi Vermicelli sklenené rezance 100 g,shan'shi vermicelli sklenene rezance 100 g,1.94,0,GRAMS,100.0,43,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400183,Tesco Fliačky 4 vaječné 500 g,tesco fliacky 4 vajecne 500 g,1.89,0,GRAMS,500.0,31,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400184,Tesco Vretená 4 vaječné 500 g,tesco vretena 4 vajecne 500 g,1.89,0,GRAMS,500.0,27,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400185,Tesco Farfalle semolinové sušené cestoviny 500 g,tesco farfalle semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,47,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400186,Tesco Niťovky 8 vaječné 200 g,tesco nitovky 8 vajecne 200 g,1.09,0,GRAMS,200.0,15,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400187,Tesco Fusilli semolinové sušené cestoviny 500 g,tesco fusilli semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,39,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400188,Tesco Fusilli bezvaječné celozrnné semolinové sušené cestoviny 500 g,tesco fusilli bezvajecne celozrnne semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,24,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400189,Tesco Lasagne 250 g,tesco lasagne 250 g,2.19,0,GRAMS,250.0,27,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400190,Tesco Linguine bezvaječné semolinové sušené cestoviny 500 g,tesco linguine bezvajecne semolinove susene cestoviny 500 g,1.59,0,GRAMS,500.0,48,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400191,Tesco Cornetti Rigati semolinové sušené cestoviny 500 g,tesco cornetti rigati semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,60,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400192,Tesco Kolienka 4 vaječné 500 g,tesco kolienka 4 vajecne 500 g,1.89,0,GRAMS,500.0,16,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400193,Tesco Penne semolinové sušené cestoviny 500 g,tesco penne semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,52,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400194,Tesco Polievkové rezance 3 vaječné 500 g,tesco polievkove rezance 3 vajecne 500 g,1.99,0,GRAMS,500.0,51,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400195,Tesco Rotini 8 vaječné 200 g,tesco rotini 8 vajecne 200 g,1.09,0,GRAMS,200.0,16,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400196,Tesco Spaghetti semolinové sušené cestoviny 500 g,tesco spaghetti semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,40,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
400197,Tesco Spaghetti bezvaječné celozrnné semolinové sušené cestoviny 500 g,tesco spaghetti bezvajecne celozrnne semolinove susene cestoviny 500 g,1.25,0,GRAMS,500.0,13,TRVANLIVE_POTRAVINY_VAJCIA,33,2,2024-05-02 19:00:32,2024-05-02 19:00:54
